id_anneau,id_secteur,pk,z_tn,z_base_tunnel,z_voute_tunnel
1977,4,2964.0,56.37,27.24,36.24
1978,4,2965.5,56.36,27.24,36.24
1979,4,2967.0,56.35,27.25,36.25
1980,4,2968.5,56.34,27.25,36.25
1981,4,2970.0,56.33,27.26,36.26
1982,4,2971.5,56.32,27.26,36.26
1983,4,2973.0,56.31,27.27,36.27
1984,4,2974.5,56.3,27.28,36.28
1985,4,2976.0,56.29,27.29,36.29
1986,4,2977.5,56.28,27.29,36.29
1987,4,2979.0,56.27,27.3,36.3
1988,4,2980.5,56.26,27.31,36.31
1989,4,2982.0,56.26,27.32,36.32
1990,4,2983.5,56.25,27.34,36.34
1991,4,2985.0,56.25,27.35,36.35
1992,4,2986.5,56.24,27.36,36.36
1993,4,2988.0,56.24,27.37,36.37
1994,4,2989.5,56.23,27.39,36.39
1995,4,2991.0,56.23,27.4,36.4
1996,4,2992.5,56.22,27.42,36.42
1997,4,2994.0,56.22,27.43,36.43
1998,4,2995.5,56.22,27.45,36.45
1999,4,2997.0,56.22,27.47,36.47
2000,4,2998.5,56.22,27.48,36.48
2001,4,3000.0,56.22,27.5,36.5
2002,4,3001.5,56.21,27.52,36.52
2003,4,3003.0,56.21,27.54,36.54
2004,4,3004.5,56.22,27.56,36.56
2005,4,3006.0,56.22,27.58,36.58
2006,4,3007.5,56.22,27.6,36.6
2007,4,3009.0,56.22,27.62,36.62
2008,4,3010.5,56.22,27.64,36.64
2009,4,3012.0,56.22,27.66,36.66
2010,4,3013.5,56.23,27.68,36.68
2011,4,3015.0,56.23,27.7,36.7
2012,4,3016.5,56.23,27.73,36.73
2013,4,3018.0,56.24,27.75,36.75
2014,4,3019.5,56.24,27.77,36.77
2015,4,3021.0,56.25,27.8,36.8
2016,4,3022.5,56.25,27.82,36.82
2017,4,3024.0,56.26,27.84,36.84
2018,4,3025.5,56.26,27.87,36.87
2019,4,3027.0,56.27,27.89,36.89
2020,4,3028.5,56.27,27.92,36.92
2021,4,3030.0,56.28,27.94,36.94
2022,4,3031.5,56.29,27.97,36.97
2023,4,3033.0,56.3,27.99,36.99
2024,4,3034.5,56.3,28.02,37.02
2025,4,3036.0,56.31,28.04,37.04
2026,4,3037.5,56.32,28.07,37.07
2027,4,3039.0,56.33,28.1,37.1
2028,4,3040.5,56.34,28.12,37.12
2029,4,3042.0,56.35,28.15,37.15
2030,4,3043.5,56.36,28.18,37.18
2031,4,3045.0,56.37,28.2,37.2
2032,4,3046.5,56.38,28.23,37.23
2033,4,3048.0,56.39,28.26,37.26
2034,4,3049.5,56.4,28.28,37.28
2035,4,3051.0,56.41,28.31,37.31
2036,4,3052.5,56.42,28.34,37.34
2037,4,3054.0,56.43,28.36,37.36
2038,4,3055.5,56.44,28.39,37.39
2039,4,3057.0,56.45,28.41,37.41
2040,4,3058.5,56.46,28.44,37.44
2041,4,3060.0,56.47,28.47,37.47
2042,4,3061.5,56.48,28.49,37.49
2043,4,3063.0,56.5,28.52,37.52
2044,4,3064.5,56.51,28.55,37.55
2045,4,3066.0,56.52,28.57,37.57
2046,4,3067.5,56.53,28.6,37.6
2047,4,3069.0,56.54,28.62,37.62
2048,4,3070.5,56.56,28.65,37.65
2049,4,3072.0,56.57,28.67,37.67
2050,4,3073.5,56.58,28.7,37.7
2051,4,3075.0,56.59,28.72,37.72
2052,4,3076.5,56.6,28.75,37.75
2053,4,3078.0,56.62,28.77,37.77
2054,4,3079.5,56.63,28.79,37.79
2055,4,3081.0,56.64,28.82,37.82
2056,4,3082.5,56.65,28.84,37.84
2057,4,3084.0,56.67,28.86,37.86
2058,4,3085.5,56.68,28.89,37.89
2059,4,3087.0,56.69,28.91,37.91
2060,4,3088.5,56.7,28.93,37.93
2061,4,3090.0,56.71,28.95,37.95
2062,4,3091.5,56.73,28.97,37.97
2063,4,3093.0,56.74,28.99,37.99
2064,4,3094.5,56.75,29.01,38.01
2065,4,3096.0,56.76,29.03,38.03
2066,4,3097.5,56.77,29.05,38.05
2067,4,3099.0,56.79,29.07,38.07
2068,4,3100.5,56.8,29.09,38.09
2069,4,3102.0,56.81,29.1,38.1
2070,4,3103.5,56.82,29.12,38.12
2071,4,3105.0,56.83,29.14,38.14
2072,4,3106.5,56.84,29.15,38.15
2073,4,3108.0,56.85,29.17,38.17
2074,4,3109.5,56.86,29.19,38.19
2075,4,3111.0,56.87,29.2,38.2
2076,4,3112.5,56.88,29.21,38.21
2077,4,3114.0,56.89,29.23,38.23
2078,4,3115.5,56.9,29.24,38.24
2079,4,3117.0,56.91,29.25,38.25
2080,4,3118.5,56.92,29.26,38.26
2081,4,3120.0,56.93,29.28,38.28
2082,4,3121.5,56.94,29.29,38.29
2083,4,3123.0,56.95,29.3,38.3
2084,4,3124.5,56.96,29.31,38.31
2085,4,3126.0,56.97,29.31,38.31
2086,4,3127.5,56.98,29.32,38.32
2087,4,3129.0,56.98,29.33,38.33
2088,4,3130.5,56.99,29.34,38.34
2089,4,3132.0,57.0,29.34,38.34
2090,4,3133.5,57.0,29.35,38.35
2091,4,3135.0,57.01,29.35,38.35
2092,4,3136.5,57.02,29.36,38.36
2093,4,3138.0,57.02,29.36,38.36
2094,4,3139.5,57.03,29.36,38.36
2095,4,3141.0,57.03,29.36,38.36
2096,4,3142.5,57.04,29.37,38.37
2097,4,3144.0,57.04,29.37,38.37
2098,4,3145.5,57.05,29.37,38.37
2099,4,3147.0,57.05,29.37,38.37
2100,4,3148.5,57.05,29.36,38.36
2101,4,3150.0,57.06,29.36,38.36
2102,4,3151.5,57.06,29.36,38.36
2103,4,3153.0,57.06,29.36,38.36
2104,4,3154.5,57.07,29.35,38.35
2105,4,3156.0,57.07,29.35,38.35
2106,4,3157.5,57.07,29.34,38.34
2107,4,3159.0,57.07,29.33,38.33
2108,4,3160.5,57.07,29.33,38.33
2109,4,3162.0,57.07,29.32,38.32
2110,4,3163.5,57.07,29.31,38.31
2111,4,3165.0,57.07,29.3,38.3
2112,4,3166.5,57.07,29.29,38.29
2113,4,3168.0,57.07,29.28,38.28
2114,4,3169.5,57.07,29.27,38.27
2115,4,3171.0,57.06,29.26,38.26
2116,4,3172.5,57.06,29.25,38.25
2117,4,3174.0,57.06,29.23,38.23
2118,4,3175.5,57.05,29.22,38.22
2119,4,3177.0,57.05,29.2,38.2
2120,4,3178.5,57.05,29.19,38.19
2121,4,3180.0,57.04,29.17,38.17
2122,4,3181.5,57.04,29.16,38.16
2123,4,3183.0,57.03,29.14,38.14
2124,4,3184.5,57.03,29.12,38.12
2125,4,3186.0,57.02,29.1,38.1
2126,4,3187.5,57.01,29.08,38.08
2127,4,3189.0,57.01,29.06,38.06
2128,4,3190.5,57.0,29.04,38.04
2129,4,3192.0,56.99,29.02,38.02
2130,4,3193.5,56.98,29.0,38.0
2131,4,3195.0,56.97,28.98,37.98
2132,4,3196.5,56.97,28.95,37.95
2133,4,3198.0,56.96,28.93,37.93
2134,4,3199.5,56.95,28.91,37.91
2135,4,3201.0,56.94,28.88,37.88
2136,4,3202.5,56.93,28.86,37.86
2137,4,3204.0,56.92,28.83,37.83
2138,4,3205.5,56.9,28.8,37.8
2139,4,3207.0,56.89,28.78,37.78
2140,4,3208.5,56.88,28.75,37.75
2141,4,3210.0,56.87,28.72,37.72
2142,4,3211.5,56.86,28.69,37.69
2143,4,3213.0,56.84,28.66,37.66
2144,4,3214.5,56.83,28.64,37.64
2145,4,3216.0,56.82,28.61,37.61
2146,4,3217.5,56.8,28.58,37.58
2147,4,3219.0,56.79,28.54,37.54
2148,4,3220.5,56.77,28.51,37.51
2149,4,3222.0,56.76,28.48,37.48
2150,4,3223.5,56.74,28.45,37.45
2151,4,3225.0,56.73,28.42,37.42
2152,4,3226.5,56.71,28.38,37.38
2153,4,3228.0,56.69,28.35,37.35
2154,4,3229.5,56.68,28.32,37.32
2155,4,3231.0,56.66,28.28,37.28
2156,4,3232.5,56.64,28.25,37.25
2157,4,3234.0,56.63,28.22,37.22
2158,4,3235.5,56.61,28.18,37.18
2159,4,3237.0,56.59,28.15,37.15
2160,4,3238.5,56.57,28.11,37.11
2161,4,3240.0,56.55,28.08,37.08
2162,4,3241.5,56.54,28.04,37.04
2163,4,3243.0,56.52,28.0,37.0
2164,4,3244.5,56.5,27.97,36.97
2165,4,3246.0,56.48,27.93,36.93
2166,4,3247.5,56.46,27.89,36.89
2167,4,3249.0,56.44,27.86,36.86
2168,4,3250.5,56.42,27.82,36.82
2169,4,3252.0,56.4,27.78,36.78
2170,4,3253.5,56.38,27.75,36.75
2171,4,3255.0,56.36,27.71,36.71
2172,4,3256.5,56.34,27.67,36.67
2173,4,3258.0,56.32,27.63,36.63
2174,4,3259.5,56.29,27.6,36.6
2175,4,3261.0,56.27,27.56,36.56
2176,4,3262.5,56.25,27.52,36.52
2177,4,3264.0,56.23,27.48,36.48
2178,4,3265.5,56.21,27.45,36.45
2179,4,3267.0,56.19,27.41,36.41
2180,4,3268.5,56.17,27.37,36.37
2181,4,3270.0,56.15,27.33,36.33
2182,4,3271.5,56.12,27.3,36.3
2183,4,3273.0,56.1,27.26,36.26
2184,4,3274.5,56.08,27.22,36.22
2185,4,3276.0,56.06,27.19,36.19
2186,4,3277.5,56.04,27.15,36.15
2187,4,3279.0,56.01,27.11,36.11
2188,4,3280.5,55.99,27.08,36.08
2189,4,3282.0,55.97,27.04,36.04
2190,4,3283.5,55.95,27.0,36.0
2191,4,3285.0,55.93,26.97,35.97
2192,4,3286.5,55.91,26.93,35.93
2193,4,3288.0,55.88,26.9,35.9
2194,4,3289.5,55.86,26.86,35.86
2195,4,3291.0,55.84,26.83,35.83
2196,4,3292.5,55.82,26.79,35.79
2197,4,3294.0,55.8,26.76,35.76
2198,4,3295.5,55.78,26.72,35.72
2199,4,3297.0,55.75,26.69,35.69
2200,4,3298.5,55.73,26.66,35.66
2201,4,3300.0,55.71,26.62,35.62
2202,4,3301.5,55.69,26.59,35.59
2203,4,3303.0,55.67,26.56,35.56
2204,4,3304.5,55.65,26.53,35.53
2205,4,3306.0,55.63,26.5,35.5
2206,4,3307.5,55.61,26.46,35.46
2207,4,3309.0,55.59,26.43,35.43
2208,4,3310.5,55.57,26.4,35.4
2209,4,3312.0,55.55,26.37,35.37
2210,4,3313.5,55.53,26.35,35.35
2211,4,3315.0,55.51,26.32,35.32
2212,4,3316.5,55.49,26.29,35.29
2213,4,3318.0,55.48,26.26,35.26
2214,4,3319.5,55.46,26.23,35.23
2215,4,3321.0,55.44,26.21,35.21
2216,4,3322.5,55.42,26.18,35.18
2217,4,3324.0,55.4,26.16,35.16
2218,4,3325.5,55.39,26.13,35.13
2219,4,3327.0,55.37,26.11,35.11
2220,4,3328.5,55.35,26.08,35.08
2221,4,3330.0,55.34,26.06,35.06
2222,4,3331.5,55.32,26.04,35.04
2223,4,3333.0,55.31,26.02,35.02
2224,4,3334.5,55.29,26.0,35.0
2225,4,3336.0,55.28,25.98,34.98
2226,4,3337.5,55.26,25.96,34.96
2227,4,3339.0,55.25,25.94,34.94
2228,4,3340.5,55.23,25.92,34.92
2229,4,3342.0,55.22,25.9,34.9
2230,4,3343.5,55.21,25.88,34.88
2231,4,3345.0,55.2,25.87,34.87
2232,4,3346.5,55.18,25.85,34.85
2233,4,3348.0,55.17,25.84,34.84
2234,4,3349.5,55.16,25.82,34.82
2235,4,3351.0,55.15,25.81,34.81
2236,4,3352.5,55.14,25.8,34.8
2237,4,3354.0,55.13,25.79,34.79
2238,4,3355.5,55.12,25.78,34.78
2239,4,3357.0,55.11,25.76,34.76
2240,4,3358.5,55.1,25.76,34.76
2241,4,3360.0,55.1,25.75,34.75
2242,4,3361.5,55.09,25.74,34.74
2243,4,3363.0,55.08,25.73,34.73
2244,4,3364.5,55.08,25.72,34.72
2245,4,3366.0,55.07,25.72,34.72
2246,4,3367.5,55.06,25.71,34.71
2247,4,3369.0,55.06,25.71,34.71
2248,4,3370.5,55.06,25.71,34.71
2249,4,3372.0,55.05,25.7,34.7
2250,4,3373.5,55.05,25.7,34.7
2251,4,3375.0,55.05,25.7,34.7
2252,4,3376.5,55.04,25.7,34.7
2253,4,3378.0,55.04,25.7,34.7
2254,4,3379.5,55.04,25.7,34.7
2255,4,3381.0,55.04,25.71,34.71
2256,4,3382.5,55.04,25.71,34.71
2257,4,3384.0,55.04,25.71,34.71
2258,4,3385.5,55.04,25.72,34.72
2259,4,3387.0,55.04,25.72,34.72
2260,4,3388.5,55.05,25.73,34.73
2261,4,3390.0,55.05,25.74,34.74
2262,4,3391.5,55.05,25.75,34.75
2263,4,3393.0,55.06,25.75,34.75
2264,4,3394.5,55.06,25.76,34.76
2265,4,3396.0,55.07,25.77,34.77
2266,4,3397.5,55.07,25.78,34.78
2267,4,3399.0,55.08,25.8,34.8
2268,4,3400.5,55.09,25.81,34.81
2269,4,3402.0,55.09,25.82,34.82
2270,4,3403.5,55.1,25.84,34.84
2271,4,3405.0,55.11,25.85,34.85
2272,4,3406.5,55.12,25.87,34.87
2273,4,3408.0,55.13,25.88,34.88
2274,4,3409.5,55.14,25.9,34.9
2275,4,3411.0,55.15,25.92,34.92
2276,4,3412.5,55.16,25.94,34.94
2277,4,3414.0,55.18,25.96,34.96
2278,4,3415.5,55.19,25.98,34.98
2279,4,3417.0,55.2,26.0,35.0
2280,4,3418.5,55.22,26.02,35.02
2281,4,3420.0,55.23,26.04,35.04
2282,4,3421.5,55.25,26.06,35.06
2283,4,3423.0,55.26,26.09,35.09
2284,4,3424.5,55.28,26.11,35.11
2285,4,3426.0,55.29,26.14,35.14
2286,4,3427.5,55.31,26.16,35.16
2287,4,3429.0,55.33,26.19,35.19
2288,4,3430.5,55.35,26.21,35.21
2289,4,3432.0,55.37,26.24,35.24
2290,4,3433.5,55.39,26.27,35.27
2291,4,3435.0,55.41,26.3,35.3
2292,4,3436.5,55.43,26.33,35.33
2293,4,3438.0,55.45,26.36,35.36
2294,4,3439.5,55.47,26.39,35.39
2295,4,3441.0,55.49,26.42,35.42
2296,4,3442.5,55.52,26.45,35.45
2297,4,3444.0,55.54,26.48,35.48
2298,4,3445.5,55.56,26.51,35.51
2299,4,3447.0,55.59,26.55,35.55
2300,4,3448.5,55.61,26.58,35.58
2301,4,3450.0,55.64,26.61,35.61
2302,4,3451.5,55.66,26.65,35.65
2303,4,3453.0,55.69,26.68,35.68
2304,4,3454.5,55.71,26.72,35.72
2305,4,3456.0,55.74,26.75,35.75
2306,4,3457.5,55.77,26.79,35.79
2307,4,3459.0,55.8,26.82,35.82
2308,4,3460.5,55.83,26.86,35.86
2309,4,3462.0,55.85,26.9,35.9
2310,4,3463.5,55.88,26.93,35.93
2311,4,3465.0,55.91,26.97,35.97
2312,4,3466.5,55.94,27.01,36.01
2313,4,3468.0,55.97,27.05,36.05
2314,4,3469.5,56.0,27.09,36.09
2315,4,3471.0,56.03,27.13,36.13
2316,4,3472.5,56.07,27.16,36.16
2317,4,3474.0,56.1,27.2,36.2
2318,4,3475.5,56.13,27.24,36.24
2319,4,3477.0,56.16,27.28,36.28
2320,4,3478.5,56.2,27.32,36.32
2321,4,3480.0,56.23,27.36,36.36
2322,4,3481.5,56.26,27.4,36.4
2323,4,3483.0,56.3,27.44,36.44
2324,4,3484.5,56.33,27.48,36.48
2325,4,3486.0,56.36,27.52,36.52
2326,4,3487.5,56.4,27.56,36.56
2327,4,3489.0,56.43,27.6,36.6
2328,4,3490.5,56.47,27.65,36.65
2329,4,3492.0,56.5,27.69,36.69
2330,4,3493.5,56.54,27.73,36.73
2331,4,3495.0,56.58,27.77,36.77
2332,4,3496.5,56.61,27.81,36.81
2333,4,3498.0,56.65,27.85,36.85
2334,4,3499.5,56.68,27.89,36.89
2335,4,3501.0,56.72,27.93,36.93
2336,4,3502.5,56.76,27.97,36.97
2337,4,3504.0,56.79,28.01,37.01
2338,4,3505.5,56.83,28.05,37.05
2339,4,3507.0,56.87,28.09,37.09
2340,4,3508.5,56.91,28.13,37.13
2341,4,3510.0,56.94,28.17,37.17
2342,4,3511.5,56.98,28.21,37.21
2343,4,3513.0,57.02,28.25,37.25
2344,4,3514.5,57.06,28.29,37.29
2345,4,3516.0,57.09,28.33,37.33
2346,4,3517.5,57.13,28.37,37.37
2347,4,3519.0,57.17,28.41,37.41
2348,4,3520.5,57.21,28.44,37.44
2349,4,3522.0,57.24,28.48,37.48
2350,4,3523.5,57.28,28.52,37.52
2351,4,3525.0,57.32,28.56,37.56
2352,4,3526.5,57.36,28.59,37.59
2353,4,3528.0,57.4,28.63,37.63
2354,4,3529.5,57.43,28.67,37.67
2355,4,3531.0,57.47,28.7,37.7
2356,4,3532.5,57.51,28.74,37.74
2357,4,3534.0,57.55,28.77,37.77
2358,4,3535.5,57.58,28.81,37.81
2359,4,3537.0,57.62,28.84,37.84
2360,4,3538.5,57.66,28.88,37.88
2361,4,3540.0,57.69,28.91,37.91
2362,4,3541.5,57.73,28.94,37.94
2363,4,3543.0,57.77,28.98,37.98
2364,4,3544.5,57.8,29.01,38.01
2365,4,3546.0,57.84,29.04,38.04
2366,4,3547.5,57.88,29.07,38.07
2367,4,3549.0,57.91,29.1,38.1
2368,4,3550.5,57.95,29.13,38.13
2369,4,3552.0,57.98,29.16,38.16
2370,4,3553.5,58.02,29.19,38.19
2371,4,3555.0,58.05,29.22,38.22
2372,4,3556.5,58.09,29.24,38.24
2373,4,3558.0,58.12,29.27,38.27
2374,4,3559.5,58.16,29.3,38.3
2375,4,3561.0,58.19,29.32,38.32
2376,4,3562.5,58.23,29.35,38.35
2377,4,3564.0,58.26,29.37,38.37
2378,4,3565.5,58.29,29.4,38.4
2379,4,3567.0,58.33,29.42,38.42
2380,4,3568.5,58.36,29.44,38.44
2381,4,3570.0,58.39,29.46,38.46
2382,4,3571.5,58.42,29.48,38.48
2383,4,3573.0,58.45,29.5,38.5
2384,4,3574.5,58.49,29.52,38.52
2385,4,3576.0,58.52,29.54,38.54
2386,4,3577.5,58.55,29.56,38.56
2387,4,3579.0,58.58,29.58,38.58
2388,4,3580.5,58.61,29.59,38.59
2389,4,3582.0,58.64,29.61,38.61
2390,4,3583.5,58.67,29.63,38.63
2391,4,3585.0,58.69,29.64,38.64
2392,4,3586.5,58.72,29.65,38.65
2393,4,3588.0,58.75,29.67,38.67
2394,4,3589.5,58.78,29.68,38.68
2395,4,3591.0,58.8,29.69,38.69
2396,4,3592.5,58.83,29.7,38.7
2397,4,3594.0,58.86,29.71,38.71
2398,4,3595.5,58.88,29.72,38.72
2399,4,3597.0,58.91,29.73,38.73
2400,4,3598.5,58.93,29.74,38.74
2401,4,3600.0,58.95,29.74,38.74
2402,4,3601.5,58.98,29.75,38.75
2403,4,3603.0,59.0,29.76,38.76
2404,4,3604.5,59.02,29.76,38.76
2405,4,3606.0,59.04,29.76,38.76
2406,4,3607.5,59.07,29.77,38.77
2407,4,3609.0,59.09,29.77,38.77
2408,4,3610.5,59.11,29.77,38.77
2409,4,3612.0,59.13,29.77,38.77
2410,4,3613.5,59.15,29.77,38.77
2411,4,3615.0,59.17,29.77,38.77
2412,4,3616.5,59.18,29.77,38.77
2413,4,3618.0,59.2,29.76,38.76
2414,4,3619.5,59.22,29.76,38.76
2415,4,3621.0,59.24,29.76,38.76
2416,4,3622.5,59.25,29.75,38.75
2417,4,3624.0,59.27,29.75,38.75
2418,4,3625.5,59.28,29.74,38.74
2419,4,3627.0,59.3,29.73,38.73
2420,4,3628.5,59.31,29.73,38.73
2421,4,3630.0,59.32,29.72,38.72
2422,4,3631.5,59.34,29.71,38.71
2423,4,3633.0,59.35,29.7,38.7
2424,4,3634.5,59.36,29.69,38.69
2425,4,3636.0,59.37,29.67,38.67
2426,4,3637.5,59.38,29.66,38.66
2427,4,3639.0,59.39,29.65,38.65
2428,4,3640.5,59.4,29.64,38.64
2429,4,3642.0,59.41,29.62,38.62
2430,4,3643.5,59.42,29.61,38.61
2431,4,3645.0,59.43,29.59,38.59
2432,4,3646.5,59.43,29.57,38.57
2433,4,3648.0,59.44,29.56,38.56
2434,4,3649.5,59.45,29.54,38.54
2435,4,3651.0,59.45,29.52,38.52
2436,4,3652.5,59.46,29.5,38.5
2437,4,3654.0,59.46,29.48,38.48
2438,4,3655.5,59.47,29.46,38.46
2439,4,3657.0,59.47,29.44,38.44
2440,4,3658.5,59.47,29.42,38.42
2441,4,3660.0,59.47,29.4,38.4
2442,4,3661.5,59.48,29.37,38.37
2443,4,3663.0,59.48,29.35,38.35
2444,4,3664.5,59.48,29.32,38.32
2445,4,3666.0,59.48,29.3,38.3
2446,4,3667.5,59.48,29.28,38.28
2447,4,3669.0,59.48,29.25,38.25
2448,4,3670.5,59.48,29.22,38.22
2449,4,3672.0,59.47,29.2,38.2
2450,4,3673.5,59.47,29.17,38.17
2451,4,3675.0,59.47,29.14,38.14
2452,4,3676.5,59.47,29.11,38.11
2453,4,3678.0,59.46,29.09,38.09
2454,4,3679.5,59.46,29.06,38.06
2455,4,3681.0,59.45,29.03,38.03
2456,4,3682.5,59.45,29.0,38.0
2457,4,3684.0,59.44,28.97,37.97
2458,4,3685.5,59.44,28.94,37.94
2459,4,3687.0,59.43,28.91,37.91
2460,4,3688.5,59.42,28.88,37.88
2461,4,3690.0,59.41,28.84,37.84
2462,4,3691.5,59.41,28.81,37.81
2463,4,3693.0,59.4,28.78,37.78
2464,4,3694.5,59.39,28.75,37.75
2465,4,3696.0,59.38,28.72,37.72
2466,4,3697.5,59.37,28.68,37.68
2467,4,3699.0,59.36,28.65,37.65
2468,4,3700.5,59.35,28.62,37.62
2469,4,3702.0,59.34,28.58,37.58
2470,4,3703.5,59.33,28.55,37.55
2471,4,3705.0,59.32,28.51,37.51
2472,4,3706.5,59.3,28.48,37.48
2473,4,3708.0,59.29,28.45,37.45
2474,4,3709.5,59.28,28.41,37.41
2475,4,3711.0,59.27,28.38,37.38
2476,4,3712.5,59.25,28.34,37.34
2477,4,3714.0,59.24,28.31,37.31
2478,4,3715.5,59.23,28.27,37.27
2479,4,3717.0,59.21,28.24,37.24
2480,4,3718.5,59.2,28.2,37.2
2481,4,3720.0,59.18,28.17,37.17
2482,4,3721.5,59.17,28.13,37.13
2483,4,3723.0,59.15,28.1,37.1
2484,4,3724.5,59.14,28.06,37.06
2485,4,3726.0,59.12,28.03,37.03
2486,4,3727.5,59.11,27.99,36.99
2487,4,3729.0,59.09,27.96,36.96
2488,4,3730.5,59.07,27.92,36.92
2489,4,3732.0,59.06,27.89,36.89
2490,4,3733.5,59.04,27.85,36.85
2491,4,3735.0,59.02,27.82,36.82
2492,4,3736.5,59.01,27.79,36.79
2493,4,3738.0,58.99,27.75,36.75
2494,4,3739.5,58.97,27.72,36.72
2495,4,3741.0,58.95,27.68,36.68
2496,4,3742.5,58.94,27.65,36.65
2497,4,3744.0,58.92,27.62,36.62
2498,4,3745.5,58.9,27.58,36.58
2499,4,3747.0,58.88,27.55,36.55
2500,4,3748.5,58.87,27.52,36.52
2501,4,3750.0,58.85,27.49,36.49
2502,4,3751.5,58.83,27.45,36.45
2503,4,3753.0,58.81,27.42,36.42
2504,4,3754.5,58.79,27.39,36.39
2505,4,3756.0,58.78,27.36,36.36
2506,4,3757.5,58.76,27.33,36.33
2507,4,3759.0,58.74,27.3,36.3
2508,4,3760.5,58.72,27.27,36.27
2509,4,3762.0,58.7,27.24,36.24
2510,5,3763.5,58.68,27.21,36.21
2511,5,3765.0,58.67,27.18,36.18
2512,5,3766.5,58.65,27.16,36.16
2513,5,3768.0,58.63,27.13,36.13
2514,5,3769.5,58.61,27.1,36.1
2515,5,3771.0,58.59,27.07,36.07
2516,5,3772.5,58.58,27.05,36.05
2517,5,3774.0,58.56,27.02,36.02
2518,5,3775.5,58.54,27.0,36.0
2519,5,3777.0,58.52,26.97,35.97
2520,5,3778.5,58.5,26.95,35.95
2521,5,3780.0,58.49,26.93,35.93
2522,5,3781.5,58.47,26.9,35.9
2523,5,3783.0,58.45,26.88,35.88
2524,5,3784.5,58.44,26.86,35.86
2525,5,3786.0,58.42,26.84,35.84
2526,5,3787.5,58.4,26.82,35.82
2527,5,3789.0,58.39,26.8,35.8
2528,5,3790.5,58.37,26.78,35.78
2529,5,3792.0,58.35,26.76,35.76
2530,5,3793.5,58.34,26.74,35.74
2531,5,3795.0,58.32,26.72,35.72
2532,5,3796.5,58.31,26.71,35.71
2533,5,3798.0,58.29,26.69,35.69
2534,5,3799.5,58.28,26.67,35.67
2535,5,3801.0,58.26,26.66,35.66
2536,5,3802.5,58.25,26.64,35.64
2537,5,3804.0,58.23,26.63,35.63
2538,5,3805.5,58.22,26.62,35.62
2539,5,3807.0,58.2,26.61,35.61
2540,5,3808.5,58.19,26.59,35.59
2541,5,3810.0,58.18,26.58,35.58
2542,5,3811.5,58.17,26.57,35.57
2543,5,3813.0,58.15,26.56,35.56
2544,5,3814.5,58.14,26.56,35.56
2545,5,3816.0,58.13,26.55,35.55
2546,5,3817.5,58.12,26.54,35.54
2547,5,3819.0,58.11,26.53,35.53
2548,5,3820.5,58.09,26.53,35.53
2549,5,3822.0,58.08,26.52,35.52
2550,5,3823.5,58.07,26.52,35.52
2551,5,3825.0,58.06,26.51,35.51
2552,5,3826.5,58.05,26.51,35.51
2553,5,3828.0,58.04,26.51,35.51
2554,5,3829.5,58.04,26.51,35.51
2555,5,3831.0,58.03,26.51,35.51
2556,5,3832.5,58.02,26.51,35.51
2557,5,3834.0,58.01,26.51,35.51
2558,5,3835.5,58.0,26.51,35.51
2559,5,3837.0,58.0,26.51,35.51
2560,5,3838.5,57.99,26.52,35.52
2561,5,3840.0,57.98,26.52,35.52
2562,5,3841.5,57.98,26.52,35.52
2563,5,3843.0,57.97,26.53,35.53
2564,5,3844.5,57.97,26.54,35.54
2565,5,3846.0,57.96,26.54,35.54
2566,5,3847.5,57.96,26.55,35.55
2567,5,3849.0,57.95,26.56,35.56
2568,5,3850.5,57.95,26.57,35.57
2569,5,3852.0,57.95,26.58,35.58
2570,5,3853.5,57.94,26.59,35.59
2571,5,3855.0,57.94,26.6,35.6
2572,5,3856.5,57.94,26.61,35.61
2573,5,3858.0,57.94,26.62,35.62
2574,5,3859.5,57.94,26.64,35.64
2575,5,3861.0,57.94,26.65,35.65
2576,5,3862.5,57.94,26.66,35.66
2577,5,3864.0,57.94,26.68,35.68
2578,5,3865.5,57.94,26.69,35.69
2579,5,3867.0,57.94,26.71,35.71
2580,5,3868.5,57.94,26.73,35.73
2581,5,3870.0,57.94,26.75,35.75
2582,5,3871.5,57.94,26.76,35.76
2583,5,3873.0,57.94,26.78,35.78
2584,5,3874.5,57.95,26.8,35.8
2585,5,3876.0,57.95,26.82,35.82
2586,5,3877.5,57.95,26.84,35.84
2587,5,3879.0,57.96,26.86,35.86
2588,5,3880.5,57.96,26.89,35.89
2589,5,3882.0,57.97,26.91,35.91
2590,5,3883.5,57.97,26.93,35.93
2591,5,3885.0,57.98,26.95,35.95
2592,5,3886.5,57.98,26.98,35.98
2593,5,3888.0,57.99,27.0,36.0
2594,5,3889.5,58.0,27.03,36.03
2595,5,3891.0,58.0,27.05,36.05
2596,5,3892.5,58.01,27.08,36.08
2597,5,3894.0,58.02,27.11,36.11
2598,5,3895.5,58.02,27.13,36.13
2599,5,3897.0,58.03,27.16,36.16
2600,5,3898.5,58.04,27.19,36.19
2601,5,3900.0,58.05,27.22,36.22
2602,5,3901.5,58.06,27.25,36.25
2603,5,3903.0,58.07,27.27,36.27
2604,5,3904.5,58.08,27.3,36.3
2605,5,3906.0,58.09,27.33,36.33
2606,5,3907.5,58.1,27.36,36.36
2607,5,3909.0,58.11,27.39,36.39
2608,5,3910.5,58.12,27.42,36.42
2609,5,3912.0,58.13,27.46,36.46
2610,5,3913.5,58.14,27.49,36.49
