id_strati_homogene,id_anneau,gamma_h[kN/m3],E_M[MPa],alpha[],c'[kPa],phi'[°],K0[]
3005,3005,20.115,29.272,0.403,8.404,32.226,0.555
3006,3006,20.121,29.333,0.403,8.459,32.219,0.555
3007,3007,20.127,29.395,0.404,8.515,32.211,0.555
3008,3008,20.134,29.457,0.404,8.571,32.203,0.555
3009,3009,20.14,29.52,0.405,8.628,32.195,0.556
3010,3010,20.146,29.583,0.405,8.684,32.187,0.556
3011,3011,20.153,29.646,0.406,8.741,32.178,0.556
3012,3012,20.16,29.709,0.406,8.798,32.169,0.556
3013,3013,20.166,29.773,0.407,8.855,32.161,0.557
3014,3014,20.173,29.837,0.407,8.912,32.152,0.557
3015,3015,20.179,29.901,0.408,8.97,32.143,0.557
3016,3016,20.186,29.965,0.408,9.027,32.134,0.557
3017,3017,20.193,30.029,0.409,9.084,32.124,0.558
3018,3018,20.2,30.093,0.409,9.141,32.115,0.558
3019,3019,20.207,30.158,0.41,9.198,32.105,0.558
3020,3020,20.213,30.222,0.41,9.256,32.096,0.558
3021,3021,20.22,30.287,0.411,9.313,32.086,0.559
3022,3022,20.227,30.351,0.411,9.37,32.076,0.559
3023,3023,20.234,30.415,0.411,9.426,32.066,0.559
3024,3024,20.241,30.48,0.412,9.483,32.056,0.559
3025,3025,20.248,30.544,0.412,9.539,32.046,0.56
3026,3026,20.255,30.608,0.413,9.595,32.036,0.56
3027,3027,20.262,30.671,0.413,9.651,32.026,0.56
3028,3028,20.269,30.735,0.414,9.707,32.015,0.56
3029,3029,20.276,30.798,0.414,9.762,32.005,0.561
3030,3030,20.283,30.862,0.415,9.817,31.995,0.561
3031,3031,20.29,30.924,0.415,9.872,31.984,0.561
3032,3032,20.297,30.987,0.416,9.926,31.974,0.561
3033,3033,20.304,31.049,0.416,9.98,31.963,0.562
3034,3034,20.311,31.111,0.417,10.034,31.953,0.562
3035,3035,20.318,31.173,0.417,10.087,31.943,0.562
3036,3036,20.325,31.234,0.418,10.14,31.932,0.562
3037,3037,20.331,31.295,0.418,10.192,31.922,0.563
3038,3038,20.338,31.355,0.419,10.244,31.911,0.563
3039,3039,20.345,31.415,0.419,10.295,31.901,0.563
3040,3040,20.352,31.475,0.42,10.346,31.89,0.563
3041,3041,20.359,31.533,0.42,10.396,31.88,0.564
3042,3042,20.366,31.592,0.421,10.446,31.87,0.564
3043,3043,20.372,31.65,0.421,10.495,31.859,0.564
3044,3044,20.379,31.707,0.422,10.543,31.849,0.564
3045,3045,20.386,31.764,0.422,10.591,31.839,0.565
3046,3046,20.393,31.821,0.422,10.639,31.829,0.565
3047,3047,20.399,31.876,0.423,10.685,31.819,0.565
3048,3048,20.406,31.932,0.423,10.731,31.808,0.565
3049,3049,20.412,31.986,0.424,10.777,31.799,0.566
3050,3050,20.419,32.04,0.424,10.822,31.789,0.566
3051,3051,20.425,32.093,0.425,10.866,31.779,0.566
3052,3052,20.432,32.146,0.425,10.909,31.769,0.566
3053,3053,20.438,32.198,0.426,10.952,31.76,0.567
3054,3054,20.444,32.249,0.426,10.994,31.75,0.567
3055,3055,20.451,32.3,0.426,11.035,31.741,0.567
3056,3056,20.457,32.35,0.427,11.076,31.731,0.567
3057,3057,20.463,32.399,0.427,11.116,31.722,0.567
3058,3058,20.469,32.448,0.428,11.155,31.713,0.568
3059,3059,20.475,32.496,0.428,11.194,31.704,0.568
3060,3060,20.481,32.543,0.428,11.231,31.695,0.568
3061,3061,20.487,32.589,0.429,11.268,31.686,0.568
3062,3062,20.493,32.635,0.429,11.305,31.678,0.569
3063,3063,20.499,32.679,0.429,11.34,31.669,0.569
3064,3064,20.504,32.724,0.43,11.375,31.661,0.569
3065,3065,20.51,32.767,0.43,11.409,31.653,0.569
3066,3066,20.516,32.809,0.431,11.442,31.645,0.569
3067,3067,20.521,32.851,0.431,11.474,31.637,0.57
3068,3068,20.527,32.892,0.431,11.506,31.629,0.57
3069,3069,20.532,32.932,0.432,11.536,31.622,0.57
3070,3070,20.537,32.971,0.432,11.566,31.615,0.57
3071,3071,20.542,33.01,0.432,11.595,31.607,0.57
3072,3072,20.548,33.048,0.432,11.624,31.6,0.571
3073,3073,20.553,33.085,0.433,11.651,31.593,0.571
3074,3074,20.558,33.121,0.433,11.678,31.587,0.571
3075,3075,20.563,33.156,0.433,11.704,31.58,0.571
3076,3076,20.567,33.19,0.434,11.729,31.574,0.571
3077,3077,20.572,33.224,0.434,11.753,31.568,0.572
3078,3078,20.577,33.257,0.434,11.777,31.562,0.572
3079,3079,20.581,33.288,0.434,11.8,31.556,0.572
3080,3080,20.586,33.32,0.435,11.822,31.551,0.572
3081,3081,20.591,33.443,0.435,11.864,31.554,0.572
3082,3082,20.6,33.814,0.435,11.962,31.58,0.572
3083,3083,20.608,34.173,0.435,12.058,31.605,0.572
3084,3084,20.617,34.522,0.436,12.15,31.629,0.571
3085,3085,20.625,34.859,0.436,12.238,31.653,0.571
3086,3086,20.632,35.185,0.436,12.324,31.676,0.571
3087,3087,20.64,35.501,0.436,12.407,31.698,0.571
3088,3088,20.647,35.805,0.437,12.486,31.72,0.571
3089,3089,20.654,36.098,0.437,12.562,31.741,0.57
3090,3090,20.661,36.381,0.437,12.635,31.761,0.57
3091,3091,20.668,36.653,0.437,12.705,31.78,0.57
3092,3092,20.675,36.914,0.437,12.772,31.799,0.57
3093,3093,20.681,37.164,0.437,12.836,31.817,0.57
3094,3094,20.687,37.404,0.438,12.897,31.835,0.57
3095,3095,20.693,37.633,0.438,12.955,31.852,0.569
3096,3096,20.698,37.852,0.438,13.01,31.868,0.569
3097,3097,20.704,38.06,0.438,13.061,31.883,0.569
3098,3098,20.709,38.257,0.438,13.11,31.898,0.569
3099,3099,20.714,38.445,0.438,13.156,31.912,0.569
3100,3100,20.719,38.621,0.438,13.199,31.926,0.569
3101,3101,20.723,38.788,0.438,13.239,31.939,0.569
3102,3102,20.728,38.945,0.438,13.277,31.952,0.569
3103,3103,20.732,39.091,0.439,13.311,31.963,0.569
3104,3104,20.736,39.228,0.439,13.343,31.975,0.569
3105,3105,20.74,39.354,0.439,13.371,31.985,0.569
3106,3106,20.743,39.471,0.439,13.397,31.996,0.569
3107,3107,20.747,39.578,0.439,13.42,32.005,0.569
3108,3108,20.75,39.674,0.439,13.441,32.014,0.569
3109,3109,20.753,39.762,0.439,13.459,32.023,0.569
3110,3110,20.756,39.84,0.439,13.474,32.03,0.569
3111,3111,20.758,39.908,0.439,13.486,32.038,0.569
3112,3112,20.761,39.966,0.439,13.496,32.045,0.569
3113,3113,20.763,40.016,0.439,13.503,32.051,0.569
3114,3114,20.765,40.056,0.439,13.507,32.057,0.569
3115,3115,20.767,40.087,0.439,13.509,32.062,0.569
3116,3116,20.769,40.108,0.439,13.509,32.067,0.569
3117,3117,20.77,40.121,0.439,13.506,32.071,0.569
3118,3118,20.771,40.125,0.439,13.5,32.075,0.569
3119,3119,20.772,40.12,0.439,13.492,32.078,0.569
3120,3120,20.773,40.106,0.439,13.482,32.081,0.569
3121,3121,20.774,40.083,0.438,13.469,32.083,0.57
3122,3122,20.775,40.052,0.438,13.454,32.085,0.57
3123,3123,20.775,40.012,0.438,13.436,32.086,0.57
3124,3124,20.775,39.964,0.438,13.416,32.087,0.57
3125,3125,20.775,39.907,0.438,13.394,32.088,0.57
3126,3126,20.775,39.842,0.438,13.37,32.088,0.57
3127,3127,20.775,39.769,0.438,13.344,32.088,0.57
3128,3128,20.775,39.688,0.438,13.315,32.087,0.57
3129,3129,20.774,39.599,0.438,13.284,32.086,0.571
3130,3130,20.773,39.503,0.438,13.251,32.084,0.571
3131,3131,20.773,39.398,0.437,13.216,32.082,0.571
3132,3132,20.772,39.286,0.437,13.179,32.08,0.571
3133,3133,20.77,39.167,0.437,13.14,32.077,0.571
3134,3134,20.769,39.039,0.437,13.098,32.074,0.572
3135,3135,20.768,38.905,0.437,13.055,32.071,0.572
3136,3136,20.766,38.764,0.437,13.01,32.067,0.572
3137,3137,20.764,38.615,0.436,12.963,32.063,0.572
3138,3138,20.762,38.459,0.436,12.915,32.058,0.572
3139,3139,20.76,38.297,0.436,12.864,32.053,0.573
3140,3140,20.758,38.128,0.436,12.812,32.048,0.573
3141,3141,20.756,37.952,0.435,12.757,32.042,0.573
3142,3142,20.754,37.77,0.435,12.702,32.036,0.573
3143,3143,20.751,37.581,0.435,12.644,32.03,0.574
3144,3144,20.749,37.386,0.435,12.585,32.024,0.574
3145,3145,20.746,37.185,0.435,12.524,32.017,0.574
3146,3146,20.743,36.978,0.434,12.462,32.01,0.574
3147,3147,20.74,36.765,0.434,12.398,32.002,0.575
3148,3148,20.737,36.546,0.434,12.332,31.995,0.575
3149,3149,20.734,36.322,0.433,12.265,31.987,0.575
3150,3150,20.731,36.093,0.433,12.197,31.978,0.575
3151,3151,20.727,35.858,0.433,12.128,31.97,0.576
3152,3152,20.724,35.618,0.433,12.057,31.961,0.576
3153,3153,20.72,35.373,0.432,11.984,31.952,0.576
3154,3154,20.717,35.123,0.432,11.911,31.943,0.576
3155,3155,20.713,34.868,0.432,11.836,31.934,0.577
3156,3156,20.709,34.608,0.431,11.76,31.924,0.577
3157,3157,20.706,34.345,0.431,11.683,31.914,0.577
3158,3158,20.702,34.077,0.431,11.605,31.904,0.578
3159,3159,20.698,33.805,0.43,11.526,31.894,0.578
3160,3160,20.694,33.528,0.43,11.445,31.883,0.578
3161,3161,20.69,33.249,0.43,11.364,31.873,0.578
3162,3162,20.687,33.074,0.429,11.307,31.872,0.579
3163,3163,20.686,33.042,0.429,11.281,31.884,0.579
3164,3164,20.685,33.01,0.429,11.255,31.897,0.578
3165,3165,20.684,32.977,0.428,11.229,31.909,0.578
3166,3166,20.683,32.943,0.428,11.202,31.922,0.578
3167,3167,20.682,32.909,0.428,11.176,31.934,0.578
3168,3168,20.681,32.875,0.427,11.149,31.947,0.578
3169,3169,20.68,32.841,0.427,11.123,31.96,0.578
3170,3170,20.679,32.806,0.427,11.096,31.973,0.578
3171,3171,20.678,32.77,0.426,11.069,31.986,0.578
3172,3172,20.677,32.735,0.426,11.042,31.999,0.578
3173,3173,20.676,32.699,0.426,11.015,32.012,0.578
3174,3174,20.675,32.662,0.425,10.988,32.026,0.578
3175,3175,20.674,32.626,0.425,10.96,32.039,0.578
3176,3176,20.673,32.589,0.424,10.933,32.052,0.578
3177,3177,20.672,32.552,0.424,10.906,32.066,0.578
3178,3178,20.671,32.514,0.424,10.879,32.079,0.577
3179,3179,20.67,32.477,0.423,10.852,32.093,0.577
3180,3180,20.669,32.439,0.423,10.824,32.106,0.577
3181,3181,20.669,32.401,0.422,10.797,32.12,0.577
3182,3182,20.668,32.363,0.422,10.77,32.133,0.577
3183,3183,20.667,32.324,0.422,10.743,32.147,0.577
3184,3184,20.666,32.286,0.421,10.716,32.16,0.577
3185,3185,20.665,32.247,0.421,10.689,32.174,0.577
3186,3186,20.665,32.208,0.42,10.663,32.188,0.577
3187,3187,20.664,32.17,0.42,10.636,32.201,0.577
3188,3188,20.663,32.131,0.42,10.61,32.215,0.576
3189,3189,20.663,32.092,0.419,10.583,32.228,0.576
3190,3190,20.662,32.053,0.419,10.557,32.242,0.576
3191,3191,20.662,32.014,0.418,10.532,32.255,0.576
3192,3192,20.661,31.976,0.418,10.506,32.268,0.576
3193,3193,20.661,31.937,0.418,10.48,32.282,0.576
3194,3194,20.66,31.898,0.417,10.455,32.295,0.576
3195,3195,20.66,31.86,0.417,10.43,32.308,0.576
3196,3196,20.66,31.821,0.416,10.406,32.321,0.575
3197,3197,20.659,31.783,0.416,10.381,32.334,0.575
3198,3198,20.659,31.744,0.416,10.357,32.347,0.575
3199,3199,20.659,31.706,0.415,10.333,32.36,0.575
3200,3200,20.659,31.669,0.415,10.31,32.373,0.575
3201,3201,20.659,31.631,0.415,10.287,32.385,0.575
3202,3202,20.659,31.593,0.414,10.264,32.398,0.575
3203,3203,20.659,31.556,0.414,10.242,32.41,0.574
3204,3204,20.659,31.519,0.413,10.22,32.422,0.574
3205,3205,20.66,31.483,0.413,10.199,32.435,0.574
3206,3206,20.66,31.447,0.413,10.177,32.447,0.574
3207,3207,20.66,31.411,0.412,10.157,32.458,0.574
3208,3208,20.661,31.375,0.412,10.137,32.47,0.574
3209,3209,20.661,31.34,0.412,10.117,32.482,0.574
3210,3210,20.662,31.305,0.411,10.098,32.493,0.573
3211,3211,20.663,31.271,0.411,10.079,32.504,0.573
3212,3212,20.663,31.237,0.41,10.061,32.515,0.573
3213,3213,20.664,31.204,0.41,10.043,32.526,0.573
3214,3214,20.665,31.171,0.41,10.026,32.537,0.573
3215,3215,20.666,31.138,0.409,10.01,32.547,0.573
3216,3216,20.667,31.106,0.409,9.994,32.557,0.573
3217,3217,20.668,31.075,0.409,9.978,32.567,0.572
3218,3218,20.669,31.044,0.409,9.963,32.577,0.572
3219,3219,20.671,31.014,0.408,9.949,32.587,0.572
3220,3220,20.672,30.984,0.408,9.936,32.596,0.572
3221,3221,20.674,30.955,0.408,9.923,32.605,0.572
3222,3222,20.675,30.927,0.407,9.911,32.614,0.572
3223,3223,20.677,30.899,0.407,9.899,32.623,0.572
3224,3224,20.679,30.872,0.407,9.888,32.631,0.571
3225,3225,20.68,30.846,0.406,9.878,32.639,0.571
3226,3226,20.682,30.821,0.406,9.868,32.647,0.571
3227,3227,20.684,30.796,0.406,9.86,32.655,0.571
3228,3228,20.687,30.772,0.406,9.852,32.662,0.571
3229,3229,20.689,30.748,0.405,9.844,32.669,0.571
3230,3230,20.691,30.726,0.405,9.838,32.676,0.571
3231,3231,20.693,30.704,0.405,9.832,32.683,0.57
3232,3232,20.696,30.683,0.405,9.827,32.689,0.57
3233,3233,20.699,30.663,0.404,9.823,32.695,0.57
3234,3234,20.701,30.643,0.404,9.819,32.7,0.57
3235,3235,20.704,30.625,0.404,9.817,32.706,0.57
3236,3236,20.707,30.607,0.404,9.815,32.711,0.57
3237,3237,20.71,30.59,0.404,9.814,32.716,0.569
3238,3238,20.713,30.574,0.403,9.813,32.72,0.569
3239,3239,20.716,30.559,0.403,9.814,32.724,0.569
3240,3240,20.72,30.545,0.403,9.815,32.728,0.569
3241,3241,20.723,30.532,0.403,9.818,32.731,0.569
3242,3242,20.726,30.52,0.403,9.821,32.734,0.569
3243,3243,20.73,30.508,0.403,9.825,32.737,0.569
3244,3244,20.734,30.498,0.403,9.829,32.74,0.569
3245,3245,20.737,30.488,0.402,9.835,32.742,0.568
3246,3246,20.741,30.48,0.402,9.842,32.744,0.568
3247,3247,20.745,30.472,0.402,9.849,32.745,0.568
3248,3248,20.749,30.466,0.402,9.857,32.746,0.568
3249,3249,20.753,30.46,0.402,9.866,32.747,0.568
3250,3250,20.758,30.455,0.402,9.876,32.747,0.568
3251,3251,20.762,30.452,0.402,9.887,32.747,0.568
3252,3252,20.767,30.449,0.402,9.899,32.747,0.568
3253,3253,20.771,30.447,0.402,9.911,32.747,0.567
3254,3254,20.776,30.447,0.402,9.925,32.746,0.567
3255,3255,20.78,30.447,0.402,9.939,32.744,0.567
3256,3256,20.785,30.448,0.402,9.954,32.743,0.567
3257,3257,20.79,30.45,0.402,9.97,32.74,0.567
3258,3258,20.795,30.454,0.401,9.987,32.738,0.567
3259,3259,20.8,30.458,0.401,10.005,32.735,0.567
3260,3260,20.806,30.463,0.401,10.023,32.732,0.567
3261,3261,20.811,30.469,0.401,10.043,32.729,0.566
3262,3262,20.816,30.476,0.402,10.063,32.725,0.566
3263,3263,20.822,30.484,0.402,10.084,32.721,0.566
3264,3264,20.827,30.493,0.402,10.106,32.716,0.566
3265,3265,20.833,30.503,0.402,10.129,32.711,0.566
3266,3266,20.839,30.514,0.402,10.152,32.706,0.566
3267,3267,20.844,30.526,0.402,10.177,32.701,0.566
3268,3268,20.85,30.539,0.402,10.202,32.695,0.566
3269,3269,20.856,30.553,0.402,10.228,32.688,0.566
3270,3270,20.862,30.568,0.402,10.255,32.682,0.566
3271,3271,20.868,30.584,0.402,10.282,32.675,0.565
3272,3272,20.875,30.6,0.402,10.31,32.667,0.565
3273,3273,20.881,30.618,0.402,10.34,32.66,0.565
3274,3274,20.887,30.636,0.402,10.369,32.652,0.565
3275,3275,20.894,30.656,0.403,10.4,32.643,0.565
3276,3276,20.9,30.676,0.403,10.431,32.635,0.565
3277,3277,20.907,30.697,0.403,10.463,32.625,0.565
3278,3278,20.913,30.719,0.403,10.496,32.616,0.565
3279,3279,20.92,30.741,0.403,10.529,32.606,0.565
3280,3280,20.927,30.765,0.403,10.563,32.596,0.565
3281,3281,20.933,30.789,0.404,10.597,32.586,0.565
3282,3282,20.94,30.814,0.404,10.633,32.575,0.565
3283,3283,20.947,30.84,0.404,10.669,32.564,0.565
3284,3284,20.954,30.867,0.404,10.705,32.553,0.564
3285,3285,20.961,30.895,0.404,10.742,32.541,0.564
3286,3286,20.968,30.923,0.405,10.78,32.529,0.564
3287,3287,20.975,30.952,0.405,10.818,32.517,0.564
3288,3288,20.982,30.981,0.405,10.857,32.505,0.564
3289,3289,20.99,31.012,0.405,10.896,32.492,0.564
3290,3290,20.997,31.043,0.405,10.936,32.479,0.564
3291,3291,21.004,31.074,0.406,10.976,32.465,0.564
3292,3292,21.012,31.107,0.406,11.017,32.451,0.564
3293,3293,21.019,31.14,0.406,11.058,32.437,0.564
3294,3294,21.026,31.173,0.406,11.099,32.423,0.564
3295,3295,21.034,31.207,0.407,11.141,32.409,0.564
3296,3296,21.041,31.242,0.407,11.184,32.394,0.564
3297,3297,21.049,31.277,0.407,11.227,32.379,0.564
3298,3298,21.056,31.313,0.408,11.27,32.363,0.564
3299,3299,21.064,31.349,0.408,11.313,32.348,0.564
3300,3300,21.071,31.386,0.408,11.357,32.332,0.564
3301,3301,21.079,31.424,0.409,11.401,32.316,0.564
3302,3302,21.086,31.461,0.409,11.446,32.299,0.564
3303,3303,21.094,31.5,0.409,11.49,32.283,0.563
3304,3304,21.101,31.538,0.41,11.535,32.266,0.563
3305,3305,21.109,31.577,0.41,11.58,32.249,0.563
3306,3306,21.116,31.617,0.41,11.626,32.232,0.563
3307,3307,21.124,31.656,0.411,11.671,32.214,0.563
3308,3308,21.133,31.837,0.411,11.751,32.21,0.563
3309,3309,21.146,32.249,0.411,11.887,32.227,0.563
3310,3310,21.159,32.663,0.412,12.023,32.245,0.562
3311,3311,21.171,33.076,0.412,12.16,32.262,0.562
3312,3312,21.183,33.49,0.412,12.297,32.279,0.561
3313,3313,21.196,33.904,0.413,12.434,32.295,0.56
3314,3314,21.208,34.317,0.413,12.57,32.312,0.56
3315,3315,21.221,34.73,0.413,12.707,32.328,0.559
3316,3316,21.233,35.142,0.414,12.844,32.344,0.559
3317,3317,21.246,35.554,0.414,12.98,32.36,0.558
3318,3318,21.258,35.964,0.415,13.117,32.375,0.558
3319,3319,21.27,36.374,0.415,13.253,32.39,0.557
3320,3320,21.282,36.782,0.415,13.388,32.405,0.557
3321,3321,21.295,37.189,0.416,13.523,32.42,0.556
3322,3322,21.307,37.594,0.416,13.658,32.434,0.556
3323,3323,21.319,37.997,0.417,13.792,32.448,0.555
3324,3324,21.331,38.398,0.417,13.926,32.461,0.555
3325,3325,21.343,38.797,0.417,14.059,32.474,0.554
3326,3326,21.355,39.194,0.418,14.191,32.487,0.554
3327,3327,21.366,39.588,0.418,14.322,32.5,0.553
3328,3328,21.378,39.98,0.419,14.453,32.512,0.553
3329,3329,21.39,40.368,0.419,14.583,32.524,0.552
3330,3330,21.401,40.755,0.419,14.712,32.535,0.552
3331,3331,21.412,41.138,0.42,14.84,32.546,0.552
3332,3332,21.424,41.518,0.42,14.967,32.556,0.551
3333,3333,21.435,41.894,0.421,15.093,32.567,0.551
3334,3334,21.446,42.267,0.421,15.217,32.576,0.55
3335,3335,21.457,42.637,0.421,15.341,32.586,0.55
3336,3336,21.468,43.003,0.422,15.464,32.595,0.549
3337,3337,21.478,43.365,0.422,15.585,32.603,0.549
3338,3338,21.489,43.723,0.423,15.705,32.611,0.548
3339,3339,21.499,44.077,0.423,15.823,32.619,0.548
3340,3340,21.51,44.427,0.424,15.94,32.626,0.548
3341,3341,21.52,44.772,0.424,16.056,32.633,0.547
3342,3342,21.53,45.114,0.424,16.171,32.639,0.547
3343,3343,21.54,45.45,0.425,16.283,32.645,0.546
3344,3344,21.55,45.782,0.425,16.395,32.65,0.546
3345,3345,21.559,46.11,0.426,16.505,32.655,0.546
3346,3346,21.569,46.432,0.426,16.613,32.66,0.545
3347,3347,21.578,46.75,0.427,16.719,32.664,0.545
3348,3348,21.587,47.062,0.427,16.824,32.667,0.545
3349,3349,21.596,47.37,0.427,16.927,32.67,0.544
3350,3350,21.605,47.672,0.428,17.029,32.673,0.544
3351,3351,21.613,47.969,0.428,17.128,32.675,0.544
3352,3352,21.622,48.261,0.429,17.226,32.677,0.543
3353,3353,21.63,48.547,0.429,17.322,32.678,0.543
3354,3354,21.638,48.828,0.429,17.417,32.679,0.543
3355,3355,21.646,49.103,0.43,17.509,32.679,0.542
3356,3356,21.654,49.372,0.43,17.599,32.679,0.542
3357,3357,21.661,49.636,0.431,17.688,32.678,0.542
3358,3358,21.668,49.894,0.431,17.774,32.677,0.541
3359,3359,21.669,49.799,0.433,17.765,32.605,0.542
3360,3360,21.665,49.437,0.437,17.681,32.48,0.544
3361,3361,21.661,49.079,0.44,17.599,32.357,0.545
3362,3362,21.657,48.724,0.444,17.517,32.235,0.547
3363,3363,21.653,48.374,0.447,17.436,32.115,0.548
3364,3364,21.649,48.027,0.451,17.356,31.997,0.55
3365,3365,21.645,47.684,0.454,17.277,31.88,0.551
3366,3366,21.64,47.345,0.457,17.198,31.765,0.552
3367,3367,21.636,47.01,0.461,17.12,31.652,0.554
3368,3368,21.632,46.679,0.464,17.042,31.54,0.555
3369,3369,21.628,46.352,0.467,16.966,31.431,0.556
3370,3370,21.623,46.028,0.47,16.89,31.322,0.558
3371,3371,21.619,45.709,0.473,16.815,31.216,0.559
3372,3372,21.615,45.394,0.476,16.74,31.112,0.56
3373,3373,21.61,45.082,0.479,16.667,31.009,0.562
3374,3374,21.606,44.775,0.482,16.594,30.908,0.563
3375,3375,21.602,44.472,0.484,16.522,30.809,0.564
3376,3376,21.597,44.173,0.487,16.451,30.711,0.565
3377,3377,21.593,43.877,0.49,16.381,30.616,0.566
3378,3378,21.588,43.586,0.492,16.311,30.522,0.567
3379,3379,21.583,43.299,0.495,16.242,30.43,0.568
3380,3380,21.579,43.016,0.497,16.174,30.34,0.569
3381,3381,21.574,42.737,0.5,16.107,30.251,0.571
3382,3382,21.57,42.461,0.502,16.041,30.165,0.572
3383,3383,21.565,42.19,0.504,15.975,30.08,0.573
3384,3384,21.56,41.923,0.506,15.91,29.997,0.573
3385,3385,21.555,41.66,0.509,15.846,29.916,0.574
3386,3386,21.55,41.401,0.511,15.783,29.837,0.575
3387,3387,21.546,41.146,0.513,15.721,29.76,0.576
3388,3388,21.541,40.895,0.515,15.659,29.684,0.577
3389,3389,21.536,40.648,0.517,15.599,29.611,0.578
3390,3390,21.531,40.404,0.518,15.539,29.539,0.579
3391,3391,21.526,40.165,0.52,15.48,29.469,0.58
3392,3392,21.521,39.93,0.522,15.422,29.401,0.58
3393,3393,21.516,39.698,0.523,15.364,29.335,0.581
3394,3394,21.511,39.471,0.525,15.308,29.27,0.582
3395,3395,21.506,39.247,0.527,15.252,29.207,0.583
3396,3396,21.501,39.028,0.528,15.197,29.147,0.583
3397,3397,21.495,38.812,0.529,15.143,29.088,0.584
3398,3398,21.49,38.6,0.531,15.089,29.03,0.585
3399,3399,21.485,38.392,0.532,15.037,28.975,0.585
3400,3400,21.48,38.187,0.533,14.985,28.922,0.586
3401,3401,21.474,37.987,0.534,14.934,28.87,0.586
3402,3402,21.469,37.79,0.535,14.884,28.82,0.587
3403,3403,21.463,37.597,0.536,14.834,28.772,0.587
3404,3404,21.458,37.408,0.537,14.786,28.726,0.588
3405,3405,21.453,37.223,0.538,14.738,28.681,0.588
3406,3406,21.447,37.041,0.539,14.691,28.638,0.589
3407,3407,21.441,36.863,0.54,14.645,28.597,0.589
3408,3408,21.436,36.689,0.54,14.6,28.558,0.589
3409,3409,21.43,36.518,0.541,14.555,28.521,0.59
3410,3410,21.425,36.351,0.542,14.512,28.485,0.59
3411,3411,21.419,36.188,0.542,14.469,28.452,0.591
3412,3412,21.413,36.028,0.542,14.427,28.419,0.591
3413,3413,21.408,35.872,0.543,14.385,28.389,0.591
3414,3414,21.402,35.72,0.543,14.345,28.361,0.591
3415,3415,21.396,35.571,0.543,14.305,28.334,0.592
3416,3416,21.39,35.426,0.544,14.266,28.309,0.592
3417,3417,21.384,35.285,0.544,14.228,28.285,0.592
3418,3418,21.378,35.147,0.544,14.191,28.264,0.592
3419,3419,21.372,35.012,0.544,14.154,28.244,0.592
3420,3420,21.367,34.881,0.544,14.118,28.226,0.592
3421,3421,21.361,34.754,0.543,14.084,28.209,0.592
3422,3422,21.355,34.63,0.543,14.049,28.194,0.592
3423,3423,21.349,34.51,0.543,14.016,28.181,0.593
3424,3424,21.342,34.393,0.543,13.984,28.17,0.593
3425,3425,21.336,34.28,0.542,13.952,28.16,0.593
3426,3426,21.33,34.17,0.542,13.921,28.152,0.592
3427,3427,21.324,34.064,0.541,13.891,28.146,0.592
3428,3428,21.318,33.961,0.541,13.861,28.141,0.592
3429,3429,21.312,33.861,0.54,13.833,28.138,0.592
3430,3430,21.306,33.765,0.539,13.805,28.137,0.592
3431,3431,21.299,33.673,0.538,13.778,28.137,0.592
3432,3432,21.293,33.584,0.538,13.752,28.139,0.592
3433,3433,21.287,33.498,0.537,13.727,28.142,0.592
3434,3434,21.282,33.477,0.535,13.718,28.159,0.591
3435,3435,21.278,33.511,0.534,13.724,28.187,0.591
3436,3436,21.273,33.544,0.532,13.73,28.217,0.59
3437,3437,21.269,33.578,0.53,13.736,28.247,0.59
3438,3438,21.264,33.612,0.529,13.742,28.278,0.589
3439,3439,21.26,33.646,0.527,13.748,28.31,0.588
3440,3440,21.255,33.68,0.525,13.753,28.343,0.588
3441,3441,21.25,33.715,0.523,13.759,28.377,0.587
3442,3442,21.246,33.749,0.521,13.764,28.411,0.586
3443,3443,21.241,33.784,0.519,13.77,28.447,0.586
3444,3444,21.236,33.819,0.517,13.775,28.484,0.585
3445,3445,21.231,33.854,0.515,13.781,28.521,0.584
3446,3446,21.226,33.89,0.513,13.786,28.559,0.584
3447,3447,21.221,33.925,0.511,13.791,28.598,0.583
3448,3448,21.216,33.961,0.509,13.797,28.638,0.582
3449,3449,21.211,33.996,0.507,13.802,28.679,0.582
3450,3450,21.206,34.032,0.505,13.807,28.72,0.581
3451,3451,21.2,34.068,0.503,13.812,28.763,0.58
3452,3452,21.195,34.104,0.5,13.817,28.806,0.579
3453,3453,21.19,34.141,0.498,13.823,28.85,0.579
3454,3454,21.184,34.177,0.496,13.828,28.894,0.578
3455,3455,21.179,34.213,0.493,13.833,28.94,0.577
3456,3456,21.173,34.25,0.491,13.838,28.986,0.576
3457,3457,21.168,34.287,0.488,13.843,29.033,0.575
3458,3458,21.162,34.323,0.486,13.848,29.08,0.575
3459,3459,21.156,34.36,0.484,13.853,29.128,0.574
3460,3460,21.151,34.397,0.481,13.858,29.177,0.573
3461,3461,21.145,34.434,0.478,13.864,29.226,0.572
3462,3462,21.139,34.471,0.476,13.869,29.277,0.571
3463,3463,21.134,34.508,0.473,13.874,29.327,0.57
3464,3464,21.128,34.545,0.471,13.879,29.379,0.569
3465,3465,21.122,34.582,0.468,13.884,29.431,0.568
3466,3466,21.116,34.619,0.465,13.889,29.483,0.568
3467,3467,21.11,34.656,0.463,13.895,29.536,0.567
3468,3468,21.104,34.693,0.46,13.9,29.589,0.566
