id_stratigraphie,id_anneau,id_formation,z_base,z_toit,epaisseur
22220,3262,K,6.16,9.16,3.0
22221,3263,R,50.39,53.76,3.37
22222,3263,L,48.67,50.39,1.72
22223,3263,S,36.05,48.67,12.62
22224,3263,M,26.17,36.05,9.88
22225,3263,C,19.91,26.17,6.27
22226,3263,A,9.18,19.91,10.73
22227,3263,K,6.18,9.18,3.0
22228,3264,R,50.39,53.77,3.38
22229,3264,L,48.68,50.39,1.71
22230,3264,S,36.07,48.68,12.6
22231,3264,M,26.2,36.07,9.87
22232,3264,C,19.95,26.2,6.26
22233,3264,A,9.19,19.95,10.76
22234,3264,K,6.19,9.19,3.0
22235,3265,R,50.39,53.78,3.39
22236,3265,L,48.68,50.39,1.7
22237,3265,S,36.1,48.68,12.59
22238,3265,M,26.24,36.1,9.86
22239,3265,C,19.99,26.24,6.25
22240,3265,A,9.2,19.99,10.78
22241,3265,K,6.2,9.2,3.0
22242,3266,R,50.39,53.79,3.4
22243,3266,L,48.69,50.39,1.7
22244,3266,S,36.12,48.69,12.57
22245,3266,M,26.27,36.12,9.85
22246,3266,C,20.03,26.27,6.23
22247,3266,A,9.22,20.03,10.81
22248,3266,K,6.22,9.22,3.0
22249,3267,R,50.39,53.79,3.41
22250,3267,L,48.7,50.39,1.69
22251,3267,S,36.14,48.7,12.56
22252,3267,M,26.3,36.14,9.84
22253,3267,C,20.08,26.3,6.22
22254,3267,A,9.24,20.08,10.84
22255,3267,K,6.24,9.24,3.0
22256,3268,R,50.39,53.8,3.41
22257,3268,L,48.71,50.39,1.68
22258,3268,S,36.17,48.71,12.54
22259,3268,M,26.33,36.17,9.84
22260,3268,C,20.12,26.33,6.21
22261,3268,A,9.26,20.12,10.86
22262,3268,K,6.26,9.26,3.0
22263,3269,R,50.39,53.81,3.42
22264,3269,L,48.71,50.39,1.68
22265,3269,S,36.19,48.71,12.52
22266,3269,M,26.36,36.19,9.83
22267,3269,C,20.17,26.36,6.19
22268,3269,A,9.28,20.17,10.88
22269,3269,K,6.28,9.28,3.0
22270,3270,R,50.39,53.82,3.43
22271,3270,L,48.72,50.39,1.67
22272,3270,S,36.21,48.72,12.51
22273,3270,M,26.4,36.21,9.82
22274,3270,C,20.22,26.4,6.18
22275,3270,A,9.31,20.22,10.91
22276,3270,K,6.31,9.31,3.0
22277,3271,R,50.39,53.82,3.43
22278,3271,L,48.73,50.39,1.66
22279,3271,S,36.24,48.73,12.49
22280,3271,M,26.43,36.24,9.81
22281,3271,C,20.26,26.43,6.17
22282,3271,A,9.33,20.26,10.93
22283,3271,K,6.33,9.33,3.0
22284,3272,R,50.39,53.83,3.44
22285,3272,L,48.74,50.39,1.65
22286,3272,S,36.26,48.74,12.47
22287,3272,M,26.46,36.26,9.8
22288,3272,C,20.31,26.46,6.15
22289,3272,A,9.36,20.31,10.96
22290,3272,K,6.36,9.36,3.0
22291,3273,R,50.39,53.84,3.45
22292,3273,L,48.75,50.39,1.64
22293,3273,S,36.29,48.75,12.46
22294,3273,M,26.5,36.29,9.79
22295,3273,C,20.37,26.5,6.13
22296,3273,A,9.39,20.37,10.98
22297,3273,K,6.39,9.39,3.0
22298,3274,R,50.39,53.84,3.45
22299,3274,L,48.75,50.39,1.63
22300,3274,S,36.31,48.75,12.44
22301,3274,M,26.53,36.31,9.78
22302,3274,C,20.42,26.53,6.12
22303,3274,A,9.42,20.42,11.0
22304,3274,K,6.42,9.42,3.0
22305,3275,R,50.39,53.85,3.46
22306,3275,L,48.76,50.39,1.63
22307,3275,S,36.34,48.76,12.42
22308,3275,M,26.57,36.34,9.77
22309,3275,C,20.47,26.57,6.1
22310,3275,A,9.45,20.47,11.02
22311,3275,K,6.45,9.45,3.0
22312,3276,R,50.39,53.85,3.47
22313,3276,L,48.77,50.39,1.62
22314,3276,S,36.37,48.77,12.4
22315,3276,M,26.61,36.37,9.76
22316,3276,C,20.52,26.61,6.08
22317,3276,A,9.48,20.52,11.04
22318,3276,K,6.48,9.48,3.0
22319,3277,R,50.39,53.86,3.47
22320,3277,L,48.78,50.39,1.61
22321,3277,S,36.39,48.78,12.39
22322,3277,M,26.64,36.39,9.75
22323,3277,C,20.58,26.64,6.06
22324,3277,A,9.51,20.58,11.07
22325,3277,K,6.51,9.51,3.0
22326,3278,R,50.39,53.86,3.48
22327,3278,L,48.79,50.39,1.6
22328,3278,S,36.42,48.79,12.37
22329,3278,M,26.68,36.42,9.74
22330,3278,C,20.63,26.68,6.04
22331,3278,A,9.55,20.63,11.09
22332,3278,K,6.55,9.55,3.0
22333,3279,R,50.38,53.87,3.48
22334,3279,L,48.79,50.38,1.59
22335,3279,S,36.45,48.79,12.35
22336,3279,M,26.72,36.45,9.73
22337,3279,C,20.69,26.72,6.02
22338,3279,A,9.58,20.69,11.11
22339,3279,K,6.58,9.58,3.0
22340,3280,R,50.38,53.87,3.49
22341,3280,L,48.8,50.38,1.58
22342,3280,S,36.47,48.8,12.33
22343,3280,M,26.75,36.47,9.72
22344,3280,C,20.75,26.75,6.0
22345,3280,A,9.62,20.75,11.13
22346,3280,K,6.62,9.62,3.0
22347,3281,R,50.38,53.87,3.49
22348,3281,L,48.81,50.38,1.57
22349,3281,S,36.5,48.81,12.31
22350,3281,M,26.79,36.5,9.71
22351,3281,C,20.81,26.79,5.98
22352,3281,A,9.66,20.81,11.15
22353,3281,K,6.66,9.66,3.0
22354,3282,R,50.38,53.88,3.5
22355,3282,L,48.82,50.38,1.56
22356,3282,S,36.53,48.82,12.29
22357,3282,M,26.83,36.53,9.7
22358,3282,C,20.87,26.83,5.96
22359,3282,A,9.7,20.87,11.17
22360,3282,K,6.7,9.7,3.0
22361,3283,R,50.38,53.88,3.5
22362,3283,L,48.83,50.38,1.55
22363,3283,S,36.55,48.83,12.27
22364,3283,M,26.86,36.55,9.69
22365,3283,C,20.93,26.86,5.94
22366,3283,A,9.74,20.93,11.18
22367,3283,K,6.74,9.74,3.0
22368,3284,R,50.37,53.88,3.51
22369,3284,L,48.83,50.37,1.54
22370,3284,S,36.58,48.83,12.25
22371,3284,M,26.9,36.58,9.68
22372,3284,C,20.99,26.9,5.92
22373,3284,A,9.79,20.99,11.2
22374,3284,K,6.79,9.79,3.0
22375,3285,R,50.37,53.88,3.51
22376,3285,L,48.84,50.37,1.53
22377,3285,S,36.61,48.84,12.23
22378,3285,M,26.94,36.61,9.67
22379,3285,C,21.05,26.94,5.89
22380,3285,A,9.83,21.05,11.22
22381,3285,K,6.83,9.83,3.0
22382,3286,R,50.37,53.88,3.52
22383,3286,L,48.85,50.37,1.52
22384,3286,S,36.64,48.85,12.21
22385,3286,M,26.98,36.64,9.66
22386,3286,C,21.11,26.98,5.87
22387,3286,A,9.87,21.11,11.24
22388,3286,K,6.87,9.87,3.0
22389,3287,R,50.36,53.88,3.52
22390,3287,L,48.86,50.36,1.51
22391,3287,S,36.66,48.86,12.19
22392,3287,M,27.02,36.66,9.65
22393,3287,C,21.17,27.02,5.84
22394,3287,A,9.92,21.17,11.25
22395,3287,K,6.92,9.92,3.0
22396,3288,R,50.36,53.88,3.52
22397,3288,L,48.86,50.36,1.5
22398,3288,S,36.69,48.86,12.17
22399,3288,M,27.06,36.69,9.64
22400,3288,C,21.24,27.06,5.82
22401,3288,A,9.97,21.24,11.27
22402,3288,K,6.97,9.97,3.0
22403,3289,R,50.36,53.88,3.53
22404,3289,L,48.87,50.36,1.49
22405,3289,S,36.72,48.87,12.15
22406,3289,M,27.09,36.72,9.63
22407,3289,C,21.3,27.09,5.79
22408,3289,A,10.02,21.3,11.29
22409,3289,K,7.02,10.02,3.0
22410,3290,R,50.35,53.88,3.53
22411,3290,L,48.88,50.35,1.48
22412,3290,S,36.75,48.88,12.13
22413,3290,M,27.13,36.75,9.62
22414,3290,C,21.37,27.13,5.76
22415,3290,A,10.07,21.37,11.3
22416,3290,K,7.07,10.07,3.0
22417,3291,R,50.35,53.88,3.53
22418,3291,L,48.88,50.35,1.47
22419,3291,S,36.78,48.88,12.11
22420,3291,M,27.17,36.78,9.6
22421,3291,C,21.43,27.17,5.74
22422,3291,A,10.12,21.43,11.32
22423,3291,K,7.12,10.12,3.0
22424,3292,R,50.34,53.88,3.54
22425,3292,L,48.89,50.34,1.45
22426,3292,S,36.8,48.89,12.09
22427,3292,M,27.21,36.8,9.59
22428,3292,C,21.5,27.21,5.71
22429,3292,A,10.17,21.5,11.33
22430,3292,K,7.17,10.17,3.0
22431,3293,R,50.34,53.88,3.54
22432,3293,L,48.9,50.34,1.44
22433,3293,S,36.83,48.9,12.06
22434,3293,M,27.25,36.83,9.58
22435,3293,C,21.57,27.25,5.68
22436,3293,A,10.22,21.57,11.35
22437,3293,K,7.22,10.22,3.0
22438,3294,R,50.33,53.88,3.54
22439,3294,L,48.9,50.33,1.43
22440,3294,S,36.86,48.9,12.04
22441,3294,M,27.29,36.86,9.57
22442,3294,C,21.64,27.29,5.65
22443,3294,A,10.27,21.64,11.36
22444,3294,K,7.27,10.27,3.0
22445,3295,R,50.33,53.87,3.55
22446,3295,L,48.91,50.33,1.42
22447,3295,S,36.89,48.91,12.02
22448,3295,M,27.33,36.89,9.56
22449,3295,C,21.7,27.33,5.62
22450,3295,A,10.33,21.7,11.38
22451,3295,K,7.33,10.33,3.0
22452,3296,R,50.32,53.87,3.55
22453,3296,L,48.91,50.32,1.41
22454,3296,S,36.92,48.91,12.0
22455,3296,M,27.36,36.92,9.55
22456,3296,C,21.77,27.36,5.59
22457,3296,A,10.38,21.77,11.39
22458,3296,K,7.38,10.38,3.0
22459,3297,R,50.32,53.87,3.55
22460,3297,L,48.92,50.32,1.4
22461,3297,S,36.94,48.92,11.98
22462,3297,M,27.4,36.94,9.54
22463,3297,C,21.84,27.4,5.56
22464,3297,A,10.44,21.84,11.4
22465,3297,K,7.44,10.44,3.0
22466,3298,R,50.31,53.86,3.55
22467,3298,L,48.93,50.31,1.38
22468,3298,S,36.97,48.93,11.95
22469,3298,M,27.44,36.97,9.53
22470,3298,C,21.91,27.44,5.53
22471,3298,A,10.5,21.91,11.42
22472,3298,K,7.5,10.5,3.0
22473,3299,R,50.3,53.86,3.55
22474,3299,L,48.93,50.3,1.37
22475,3299,S,37.0,48.93,11.93
22476,3299,M,27.48,37.0,9.52
22477,3299,C,21.98,27.48,5.5
22478,3299,A,10.55,21.98,11.43
22479,3299,K,7.55,10.55,3.0
22480,3300,R,50.29,53.85,3.56
22481,3300,L,48.94,50.29,1.36
22482,3300,S,37.03,48.94,11.91
22483,3300,M,27.52,37.03,9.51
22484,3300,C,22.05,27.52,5.46
22485,3300,A,10.61,22.05,11.44
22486,3300,K,7.61,10.61,3.0
22487,3301,R,50.29,53.84,3.56
22488,3301,L,48.94,50.29,1.35
22489,3301,S,37.05,48.94,11.89
22490,3301,M,27.55,37.05,9.5
22491,3301,C,22.12,27.55,5.43
22492,3301,A,10.67,22.12,11.45
22493,3301,K,7.67,10.67,3.0
22494,3302,R,50.28,53.84,3.56
22495,3302,L,48.94,50.28,1.33
22496,3302,S,37.08,48.94,11.87
22497,3302,M,27.59,37.08,9.49
22498,3302,C,22.19,27.59,5.4
22499,3302,A,10.73,22.19,11.46
22500,3302,K,7.73,10.73,3.0
22501,3303,R,50.27,53.83,3.56
22502,3303,L,48.95,50.27,1.32
22503,3303,S,37.11,48.95,11.84
22504,3303,M,27.63,37.11,9.48
22505,3303,C,22.26,27.63,5.36
22506,3303,A,10.79,22.26,11.47
22507,3303,K,7.79,10.79,3.0
22508,3304,R,50.26,53.82,3.56
22509,3304,L,48.95,50.26,1.31
22510,3304,S,37.13,48.95,11.82
22511,3304,M,27.66,37.13,9.47
22512,3304,C,22.33,27.66,5.33
22513,3304,A,10.85,22.33,11.48
22514,3304,K,7.85,10.85,3.0
22515,3305,R,50.25,53.81,3.56
22516,3305,L,48.96,50.25,1.3
22517,3305,S,37.16,48.96,11.8
22518,3305,M,27.7,37.16,9.46
22519,3305,C,22.41,27.7,5.29
22520,3305,A,10.91,22.41,11.49
22521,3305,K,7.91,10.91,3.0
22522,3306,R,50.24,53.81,3.56
22523,3306,L,48.96,50.24,1.28
22524,3306,S,37.18,48.96,11.77
22525,3306,M,27.73,37.18,9.45
22526,3306,C,22.48,27.73,5.26
22527,3306,A,10.98,22.48,11.5
22528,3306,K,7.98,10.98,3.0
22529,3307,R,50.23,53.8,3.56
22530,3307,L,48.96,50.23,1.27
22531,3307,S,37.21,48.96,11.75
22532,3307,M,27.77,37.21,9.44
22533,3307,C,22.55,27.77,5.22
22534,3307,A,11.04,22.55,11.51
22535,3307,K,8.04,11.04,3.0
22536,3308,R,50.22,53.79,3.56
22537,3308,L,48.96,50.22,1.26
22538,3308,S,37.24,48.96,11.73
22539,3308,M,27.8,37.24,9.43
22540,3308,C,22.62,27.8,5.18
22541,3308,A,11.1,22.62,11.52
22542,3308,K,8.1,11.1,3.0
22543,3309,R,50.21,53.78,3.56
22544,3309,L,48.97,50.21,1.25
22545,3309,S,37.26,48.97,11.7
22546,3309,M,27.84,37.26,9.42
22547,3309,C,22.69,27.84,5.15
22548,3309,A,11.16,22.69,11.53
22549,3309,K,8.16,11.16,3.0
22550,3310,R,50.2,53.77,3.56
22551,3310,L,48.97,50.2,1.23
22552,3310,S,37.29,48.97,11.68
22553,3310,M,27.87,37.29,9.41
22554,3310,C,22.77,27.87,5.11
22555,3310,A,11.23,22.77,11.54
22556,3310,K,8.23,11.23,3.0
22557,3311,R,50.19,53.75,3.56
22558,3311,L,48.97,50.19,1.22
22559,3311,S,37.31,48.97,11.66
22560,3311,M,27.91,37.31,9.4
22561,3311,C,22.84,27.91,5.07
22562,3311,A,11.29,22.84,11.54
22563,3311,K,8.29,11.29,3.0
22564,3312,R,50.18,53.74,3.56
22565,3312,L,48.97,50.18,1.21
22566,3312,S,37.34,48.97,11.64
22567,3312,M,27.94,37.34,9.4
22568,3312,C,22.91,27.94,5.03
22569,3312,A,11.36,22.91,11.55
22570,3312,K,8.36,11.36,3.0
22571,3313,R,50.17,53.73,3.56
22572,3313,L,48.97,50.17,1.19
22573,3313,S,37.36,48.97,11.61
22574,3313,M,27.97,37.36,9.39
22575,3313,C,22.98,27.97,4.99
22576,3313,A,11.42,22.98,11.56
22577,3313,K,8.42,11.42,3.0
22578,3314,R,50.15,53.72,3.56
22579,3314,L,48.97,50.15,1.18
22580,3314,S,37.38,48.97,11.59
22581,3314,M,28.0,37.38,9.38
22582,3314,C,23.05,28.0,4.95
22583,3314,A,11.49,23.05,11.56
22584,3314,K,8.49,11.49,3.0
22585,3315,R,50.14,53.7,3.56
22586,3315,L,48.97,50.14,1.17
22587,3315,S,37.41,48.97,11.57
22588,3315,M,28.04,37.41,9.37
22589,3315,C,23.12,28.04,4.91
22590,3315,A,11.55,23.12,11.57
22591,3315,K,8.55,11.55,3.0
22592,3316,R,50.13,53.69,3.56
22593,3316,L,48.97,50.13,1.16
22594,3316,S,37.43,48.97,11.54
22595,3316,M,28.07,37.43,9.36
22596,3316,C,23.2,28.07,4.87
22597,3316,A,11.62,23.2,11.58
22598,3316,K,8.62,11.62,3.0
22599,3317,R,50.11,53.67,3.56
22600,3317,L,48.97,50.11,1.14
22601,3317,S,37.45,48.97,11.52
22602,3317,M,28.1,37.45,9.35
22603,3317,C,23.27,28.1,4.83
22604,3317,A,11.69,23.27,11.58
22605,3317,K,8.69,11.69,3.0
22606,3318,R,50.1,53.66,3.56
22607,3318,L,48.97,50.1,1.13
22608,3318,S,37.47,48.97,11.49
22609,3318,M,28.13,37.47,9.35
22610,3318,C,23.34,28.13,4.79
22611,3318,A,11.75,23.34,11.59
22612,3318,K,8.75,11.75,3.0
22613,3319,R,50.08,53.64,3.56
22614,3319,L,48.97,50.08,1.12
22615,3319,S,37.5,48.97,11.47
22616,3319,M,28.16,37.5,9.34
22617,3319,C,23.41,28.16,4.75
22618,3319,A,11.82,23.41,11.59
22619,3319,K,8.82,11.82,3.0
22620,3320,R,50.07,53.62,3.56
22621,3320,L,48.97,50.07,1.1
22622,3320,S,37.52,48.97,11.45
22623,3320,M,28.18,37.52,9.33
22624,3320,C,23.48,28.18,4.7
22625,3320,A,11.88,23.48,11.6
22626,3320,K,8.88,11.88,3.0
22627,3321,R,50.05,53.61,3.55
22628,3321,L,48.96,50.05,1.09
22629,3321,S,37.54,48.96,11.42
22630,3321,M,28.21,37.54,9.33
22631,3321,C,23.55,28.21,4.66
22632,3321,A,11.95,23.55,11.6
22633,3321,K,8.95,11.95,3.0
22634,3322,R,50.04,53.59,3.55
22635,3322,L,48.96,50.04,1.08
22636,3322,S,37.56,48.96,11.4
22637,3322,M,28.24,37.56,9.32
22638,3322,C,23.62,28.24,4.62
22639,3322,A,12.02,23.62,11.61
22640,3322,K,9.02,12.02,3.0
22641,3323,R,50.02,53.57,3.55
22642,3323,L,48.96,50.02,1.06
22643,3323,S,37.58,48.96,11.38
22644,3323,M,28.26,37.58,9.31
22645,3323,C,23.69,28.26,4.57
22646,3323,A,12.08,23.69,11.61
22647,3323,K,9.08,12.08,3.0
22648,3324,R,50.0,53.55,3.55
22649,3324,L,48.95,50.0,1.05
22650,3324,S,37.6,48.95,11.35
22651,3324,M,28.29,37.6,9.31
22652,3324,C,23.76,28.29,4.53
22653,3324,A,12.15,23.76,11.61
22654,3324,K,9.15,12.15,3.0
22655,3325,R,49.99,53.53,3.55
22656,3325,L,48.95,49.99,1.04
22657,3325,S,37.62,48.95,11.33
22658,3325,M,28.31,37.62,9.3
22659,3325,C,23.83,28.31,4.48
22660,3325,A,12.21,23.83,11.62
22661,3325,K,9.21,12.21,3.0
22662,3326,R,49.97,53.51,3.54
22663,3326,L,48.94,49.97,1.03
22664,3326,S,37.63,48.94,11.31
22665,3326,M,28.34,37.63,9.3
22666,3326,C,23.9,28.34,4.44
22667,3326,A,12.28,23.9,11.62
22668,3326,K,9.28,12.28,3.0
22669,3327,R,49.95,53.49,3.54
22670,3327,L,48.94,49.95,1.01
22671,3327,S,37.65,48.94,11.29
22672,3327,M,28.36,37.65,9.29
22673,3327,C,23.97,28.36,4.39
22674,3327,A,12.34,23.97,11.62
22675,3327,K,9.34,12.34,3.0
22676,3328,R,49.93,53.47,3.54
22677,3328,L,48.93,49.93,1.0
22678,3328,S,37.67,48.93,11.26
22679,3328,M,28.38,37.67,9.29
22680,3328,C,24.03,28.38,4.35
22681,3328,A,12.41,24.03,11.63
22682,3328,K,9.41,12.41,3.0
22683,3329,R,49.91,53.45,3.54
22684,3329,L,48.92,49.91,0.99
22685,3329,S,37.69,48.92,11.24
22686,3329,M,28.4,37.69,9.28
22687,3329,C,24.1,28.4,4.3
22688,3329,A,12.47,24.1,11.63
22689,3329,K,9.47,12.47,3.0
22690,3330,R,49.89,53.43,3.53
22691,3330,L,48.92,49.89,0.98
22692,3330,S,37.7,48.92,11.22
22693,3330,M,28.43,37.7,9.28
22694,3330,C,24.17,28.43,4.26
22695,3330,A,12.54,24.17,11.63
22696,3330,K,9.54,12.54,3.0
22697,3331,R,49.87,53.4,3.53
22698,3331,L,48.91,49.87,0.96
22699,3331,S,37.72,48.91,11.19
22700,3331,M,28.44,37.72,9.27
22701,3331,C,24.23,28.44,4.21
22702,3331,A,12.6,24.23,11.63
22703,3331,K,9.6,12.6,3.0
22704,3332,R,49.85,53.38,3.53
22705,3332,L,48.9,49.85,0.95
22706,3332,S,37.73,48.9,11.17
22707,3332,M,28.46,37.73,9.27
22708,3332,C,24.3,28.46,4.16
22709,3332,A,12.67,24.3,11.63
22710,3332,K,9.67,12.67,3.0
22711,3333,R,49.83,53.36,3.52
22712,3333,L,48.89,49.83,0.94
22713,3333,S,37.75,48.89,11.15
22714,3333,M,28.48,37.75,9.27
22715,3333,C,24.36,28.48,4.12
22716,3333,A,12.73,24.36,11.63
22717,3333,K,9.73,12.73,3.0
22718,3334,R,49.81,53.33,3.52
22719,3334,L,48.89,49.81,0.93
22720,3334,S,37.76,48.89,11.12
22721,3334,M,28.5,37.76,9.26
22722,3334,C,24.43,28.5,4.07
22723,3334,A,12.79,24.43,11.64
22724,3334,K,9.79,12.79,3.0
22725,3335,R,49.79,53.31,3.52
22726,3335,L,48.88,49.79,0.91
22727,3335,S,37.77,48.88,11.1
22728,3335,M,28.51,37.77,9.26
22729,3335,C,24.49,28.51,4.02
22730,3335,A,12.86,24.49,11.64
22731,3335,K,9.85,12.86,3.01
22732,3336,R,49.77,53.28,3.51
22733,3336,L,48.87,49.77,0.9
22734,3336,S,37.79,48.87,11.08
22735,3336,M,28.53,37.79,9.26
22736,3336,C,24.55,28.53,3.97
22737,3336,A,12.92,24.55,11.64
22738,3336,K,9.81,12.92,3.11
22739,3337,R,49.74,53.26,3.51
22740,3337,L,48.86,49.74,0.89
22741,3337,S,37.8,48.86,11.06
22742,3337,M,28.54,37.8,9.26
22743,3337,C,24.62,28.54,3.93
22744,3337,A,12.98,24.62,11.64
22745,3337,K,9.76,12.98,3.22
22746,3338,R,49.72,53.23,3.51
22747,3338,L,48.84,49.72,0.88
22748,3338,S,37.81,48.84,11.03
22749,3338,M,28.56,37.81,9.25
22750,3338,C,24.68,28.56,3.88
22751,3338,A,13.04,24.68,11.64
22752,3338,K,9.72,13.04,3.32
22753,3339,R,49.7,53.2,3.5
22754,3339,L,48.83,49.7,0.87
22755,3339,S,37.82,48.83,11.01
22756,3339,M,28.57,37.82,9.25
22757,3339,C,24.74,28.57,3.83
22758,3339,A,13.1,24.74,11.64
22759,3339,K,9.67,13.1,3.43
22760,3340,R,49.67,53.17,3.5
22761,3340,L,48.82,49.67,0.85
22762,3340,S,37.83,48.82,10.99
22763,3340,M,28.58,37.83,9.25
22764,3340,C,24.8,28.58,3.78
22765,3340,A,13.16,24.8,11.64
22766,3340,K,9.63,13.16,3.53
22767,3341,R,49.65,53.14,3.5
22768,3341,L,48.81,49.65,0.84
22769,3341,S,37.84,48.81,10.97
22770,3341,M,28.59,37.84,9.25
22771,3341,C,24.85,28.59,3.73
22772,3341,A,13.22,24.85,11.64
22773,3341,K,9.58,13.22,3.64
22774,3342,R,49.63,53.12,3.49
22775,3342,L,48.79,49.63,0.83
22776,3342,S,37.85,48.79,10.95
22777,3342,M,28.6,37.85,9.25
22778,3342,C,24.91,28.6,3.68
22779,3342,A,13.28,24.91,11.64
22780,3342,K,9.53,13.28,3.74
22781,3343,R,49.6,53.09,3.49
22782,3343,L,48.78,49.6,0.82
22783,3343,S,37.86,48.78,10.92
22784,3343,M,28.6,37.86,9.25
22785,3343,C,24.97,28.6,3.63
22786,3343,A,13.33,24.97,11.64
22787,3343,K,9.49,13.33,3.84
22788,3344,R,49.57,53.06,3.48
22789,3344,L,48.77,49.57,0.81
22790,3344,S,37.86,48.77,10.9
22791,3344,M,28.61,37.86,9.25
22792,3344,C,25.02,28.61,3.58
22793,3344,A,13.39,25.02,11.64
22794,3344,K,9.44,13.39,3.95
22795,3345,R,49.55,53.03,3.48
22796,3345,L,48.75,49.55,0.8
22797,3345,S,37.87,48.75,10.88
22798,3345,M,28.62,37.87,9.25
22799,3345,C,25.08,28.62,3.54
22800,3345,A,13.44,25.08,11.64
22801,3345,K,9.39,13.44,4.05
22802,3346,R,49.52,53.0,3.47
22803,3346,L,48.74,49.52,0.79
22804,3346,S,37.88,48.74,10.86
22805,3346,M,28.62,37.88,9.26
22806,3346,C,25.13,28.62,3.49
22807,3346,A,13.5,25.13,11.63
22808,3346,K,9.34,13.5,4.15
22809,3347,R,49.49,52.96,3.47
22810,3347,L,48.72,49.49,0.78
22811,3347,S,37.88,48.72,10.84
22812,3347,M,28.62,37.88,9.26
22813,3347,C,25.19,28.62,3.44
22814,3347,A,13.55,25.19,11.63
22815,3347,K,9.3,13.55,4.26
22816,3348,R,49.47,52.93,3.46
22817,3348,L,48.7,49.47,0.76
22818,3348,S,37.88,48.7,10.82
22819,3348,M,28.62,37.88,9.26
22820,3348,C,25.24,28.62,3.39
22821,3348,A,13.61,25.24,11.63
22822,3348,K,9.25,13.61,4.36
22823,3349,R,49.44,52.9,3.46
22824,3349,L,48.69,49.44,0.75
22825,3349,S,37.89,48.69,10.8
22826,3349,M,28.63,37.89,9.26
22827,3349,C,25.29,28.63,3.34
22828,3349,A,13.66,25.29,11.63
22829,3349,K,9.2,13.66,4.46
22830,3350,R,49.41,52.87,3.46
22831,3350,L,48.67,49.41,0.74
22832,3350,S,37.89,48.67,10.78
22833,3350,M,28.63,37.89,9.27
22834,3350,C,25.34,28.63,3.29
22835,3350,A,13.71,25.34,11.63
22836,3350,K,9.15,13.71,4.56
22837,3351,R,49.38,52.83,3.45
22838,3351,L,48.65,49.38,0.73
22839,3351,S,37.89,48.65,10.76
22840,3351,M,28.62,37.89,9.27
22841,3351,C,25.39,28.62,3.24
22842,3351,A,13.76,25.39,11.63
22843,3351,K,9.1,13.76,4.66
22844,3352,R,49.35,52.8,3.45
22845,3352,L,48.63,49.35,0.72
22846,3352,S,37.9,48.63,10.74
22847,3352,M,28.62,37.9,9.27
22848,3352,C,25.43,28.62,3.19
22849,3352,A,13.81,25.43,11.63
22850,3352,K,9.05,13.81,4.76
22851,3353,R,49.32,52.77,3.44
22852,3353,L,48.61,49.32,0.71
22853,3353,S,37.9,48.61,10.71
22854,3353,M,28.62,37.9,9.28
22855,3353,C,25.48,28.62,3.14
22856,3353,A,13.85,25.48,11.63
22857,3353,K,8.99,13.85,4.86
22858,3354,R,49.29,52.73,3.44
22859,3354,L,48.59,49.29,0.7
22860,3354,S,37.9,48.59,10.69
22861,3354,M,28.61,37.9,9.28
22862,3354,C,25.53,28.61,3.09
22863,3354,A,13.9,25.53,11.63
22864,3354,K,8.94,13.9,4.96
22865,3355,R,49.26,52.7,3.43
22866,3355,L,48.57,49.26,0.69
22867,3355,S,37.9,48.57,10.67
22868,3355,M,28.61,37.9,9.29
22869,3355,C,25.57,28.61,3.04
22870,3355,A,13.95,25.57,11.62
22871,3355,K,8.89,13.95,5.05
22872,3356,R,49.23,52.66,3.43
22873,3356,L,48.55,49.23,0.69
22874,3356,S,37.89,48.55,10.66
22875,3356,M,28.6,37.89,9.3
22876,3356,C,25.61,28.6,2.99
22877,3356,A,13.99,25.61,11.62
22878,3356,K,8.84,13.99,5.15
22879,3357,R,49.2,52.62,3.42
22880,3357,L,48.53,49.2,0.68
22881,3357,S,37.89,48.53,10.64
22882,3357,M,28.59,37.89,9.3
22883,3357,C,25.65,28.59,2.94
22884,3357,A,14.03,25.65,11.62
22885,3357,K,8.79,14.03,5.25
22886,3358,R,49.17,52.59,3.42
22887,3358,L,48.5,49.17,0.67
22888,3358,S,37.89,48.5,10.62
22889,3358,M,28.58,37.89,9.31
22890,3358,C,25.69,28.58,2.89
22891,3358,A,14.08,25.69,11.62
22892,3358,K,8.73,14.08,5.34
22893,3359,R,49.14,52.55,3.41
22894,3359,L,48.48,49.14,0.66
22895,3359,S,37.88,48.48,10.6
22896,3359,M,28.57,37.88,9.32
22897,3359,C,25.73,28.57,2.84
22898,3359,A,14.12,25.73,11.62
22899,3359,K,8.68,14.12,5.43
22900,3360,R,49.11,52.51,3.41
22901,3360,L,48.46,49.11,0.65
22902,3360,S,37.88,48.46,10.58
22903,3360,M,28.56,37.88,9.32
22904,3360,C,25.77,28.56,2.79
22905,3360,A,14.15,25.77,11.62
22906,3360,K,8.63,14.15,5.53
22907,3361,R,49.08,52.48,3.4
22908,3361,L,48.43,49.08,0.64
22909,3361,S,37.87,48.43,10.56
22910,3361,M,28.54,37.87,9.33
22911,3361,C,25.81,28.54,2.74
22912,3361,A,14.19,25.81,11.61
22913,3361,K,8.57,14.19,5.62
22914,3362,R,49.04,52.44,3.39
22915,3362,L,48.41,49.04,0.63
22916,3362,S,37.87,48.41,10.54
22917,3362,M,28.53,37.87,9.34
